Espece,Info,Race,Categorie,URL
chien,143,Dobermann,Groupe 2,https://i.imgur.com/wdFjehr.jpg
chien,346,Dogo Canario,Groupe 2,https://i.imgur.com/KDJ0qeY.jpg
chien,235,Dogue Allemand,Groupe 2,https://i.imgur.com/ZmRgnUG.jpg
chien,292,Dogue Argentin,Groupe 2,https://i.imgur.com/sLKeotG.jpg
chien,116,Dogue de Bordeaux,Groupe 2,https://i.imgur.com/v6lv7Ha.jpg
chien,230,Dogue du Tibet,Groupe 2,https://i.imgur.com/s2hkHMY.jpg
chien,98,Draathaar,Groupe 7,https://i.imgur.com/psXEHIp.jpg
chien,203,Chien Courant Norvégien,Groupe 6,https://i.imgur.com/OG5oEEt.jpg
chien,264,Mastiff,Groupe 2,https://i.imgur.com/sYT72cO.jpg
chien,1,Pointer,Groupe 7,https://i.imgur.com/IUcRhUb.jpg
chien,2,Setter Anglais,Groupe 7,https://i.imgur.com/lTCWeuY.jpg
chien,125,Springer Anglais,Groupe 8,https://i.imgur.com/vBHG6Qv.jpg
chien,128,English Toy Spaniel,Groupe 9,https://i.imgur.com/BGwCfWT.jpg
chien,224,Épagneul à Perdrix de Drente,Groupe 7,https://i.imgur.com/tIfNZjF.jpg
chien,106,Épagneul bleu de Picardie,Groupe 7,https://i.imgur.com/k4fZsVu.jpg
chien,95,Épagneul Breton,Groupe 7,https://i.imgur.com/pt8dYj9.jpg
chien,114,Épagneul de Pont-Audemer,Groupe 7,https://i.imgur.com/lXXEJQM.jpg
chien,175,Épagneul français,Groupe 7,https://i.imgur.com/oEDtSui.jpg
chien,77,Épagneul Nain Continental Papillon,Groupe 9,https://i.imgur.com/RWSpqB6.jpg
chien,207,Pékinois,Groupe 9,https://i.imgur.com/znIiwbw.jpg
chien,108,Épagneul picard,Groupe 7,https://i.imgur.com/oYoQ5vi.jpg
chien,211,Esquimau Canadien,Groupe 5,https://i.imgur.com/peRkaLt.jpg
chien,173,Chien de Montagne Portugais,Groupe 2,https://i.imgur.com/7WMdqhc.jpg
chien,291,Eurasier,Groupe 5,https://i.imgur.com/I0Oe2uB.jpg
chien,123,Field Spaniel,Groupe 8,https://i.imgur.com/Hfmj9k2.jpg
chien,225,Fila Brasileiro,Groupe 2,https://i.imgur.com/aIyy0vj.jpg
chien,340,Fila de Sao Miguel,Groupe 2,https://i.imgur.com/BecLr7I.jpg
chien,121,Retriever à Poil Plat,Groupe 8,https://i.imgur.com/YNv3YJO.jpg
chien,169,Fox Terrier à Poil Dur,Groupe 3,https://i.imgur.com/kFcKWPm.jpg
chien,12,Fox Terrier à Poil Lisse,Groupe 3,https://i.imgur.com/GwEptJ2.jpg
chien,303,Foxhound Américain,Groupe 6,https://i.imgur.com/PN675FP.jpg
chien,159,Foxhound Anglais,Groupe 6,https://i.imgur.com/R04ZuCD.jpg
chien,220,Français blanc et noir,Groupe 6,https://i.imgur.com/RrNwfuu.jpg
chien,316,Français blanc et orange,Groupe 6,https://i.imgur.com/l84KSXS.jpg
chien,219,Français tricolore,Groupe 6,https://i.imgur.com/FowcUgn.jpg
chien,111,Golden Retriever,Groupe 8,https://i.imgur.com/ZW75JGv.jpg
chien,354,Chien Courant Polonais,Groupe 6,https://i.imgur.com/H1QashA.jpg
chien,323,Grand Anglo Français Blanc et Noir,Groupe 6,https://i.imgur.com/8lPP0hd.jpg
chien,324,Grand Anglo Français Blanc et Orange,Groupe 6,https://i.imgur.com/CaOWtqc.jpg
chien,322,Grand Anglo Français Tricolore,Groupe 6,https://i.imgur.com/M8tKWVl.jpg
chien,33,Grand Basset Griffon Vendéen,Groupe 6,https://i.imgur.com/QqFMghb.jpg
chien,22,Grand Bleu de Gascogne,Groupe 6,https://i.imgur.com/G6ElPFo.jpg
chien,58,Grand Bouvier Suisse,Groupe 2,https://i.imgur.com/SCY2kuZ.jpg
chien,118,Grand épagneul de Münster,Groupe 7,https://i.imgur.com/ed3eA0e.jpg
chien,282,Grand Griffon Vendéen,Groupe 6,https://i.imgur.com/pRkkjjY.jpg
chien,158,Greyhound,Groupe 10,https://i.imgur.com/HDqOWGO.jpg
chien,81,Griffon belge,Groupe 9,https://i.imgur.com/ptwQ04z.jpg
chien,32,Griffon bleu de Gascogne,Groupe 6,https://i.imgur.com/qEPYbiD.jpg
chien,80,Griffon bruxellois,Groupe 9,https://i.imgur.com/axfPOzx.jpg
chien,66,Griffon fauve de Bretagne,Groupe 6,https://i.imgur.com/1jTzF9V.jpg
chien,107,Korthals,Groupe 7,https://i.imgur.com/EfhPNLC.jpg
chien,17,Griffon Nivernais,Groupe 6,https://i.imgur.com/DpvdhbL.jpg
chien,295,Harrier,Groupe 6,https://i.imgur.com/ynsZTBe.jpg
chien,261,Hokkaïdo Ken,Groupe 5,https://i.imgur.com/j0ACjIA.jpg
chien,308,Smous des Pays-Bas,Groupe 2,https://i.imgur.com/aODC4Ll.jpg
chien,190,Hovawart,Groupe 2,https://i.imgur.com/WhsbhSv.jpg
chien,120,Setter Irlandais,Groupe 7,https://i.imgur.com/HcenApT.jpg
chien,124,Épagneul d'Eau Irlandais,Groupe 8,https://i.imgur.com/g5zsoyr.jpg
chien,160,Irish Wolfhound,Groupe 10,https://i.imgur.com/Okt6IG3.jpg
chien,200,Petit Lévrier Italien,Groupe 10,https://i.imgur.com/jQ14Ulo.jpg
chien,345,Jack Russell,Groupe 3,https://i.imgur.com/4A5EDmj.jpg
chien,334,Jindo Coréen,Groupe 5,https://i.imgur.com/ZRIUust.jpg
chien,317,Kai Ken,Groupe 5,https://i.imgur.com/M44jS5K.jpg
chien,331,Kangal,Groupe 2,https://i.imgur.com/jaAcXvO.jpg
chien,3,Kerry Blue Terrier,Groupe 3,https://i.imgur.com/CdIUJt4.jpg
chien,318,Kishu Ken,Groupe 5,https://i.imgur.com/rn0UZdt.jpg
chien,53,Komondor,Groupe 1,https://i.imgur.com/nrQwB7F.jpg
chien,314,Kooikerhondje,Groupe 8,https://i.imgur.com/eZIrnWz.jpg
chien,192,Kromfohrländer,Groupe 9,https://i.imgur.com/JUhoiNP.jpg
chien,54,Kuvasz,Groupe 1,https://i.imgur.com/TR6gJ5M.jpg
chien,122,Labrador Retriever,Groupe 8,https://i.imgur.com/oc7IHlY.jpg
chien,298,Lagotto Romagnolo,Groupe 8,https://i.imgur.com/VO7Dsdh.jpg
chien,306,Laïka de Sibérie Occidentale,Groupe 5,https://i.imgur.com/FpcgBQw.jpg
chien,305,Laïka de Sibérie Orientale,Groupe 5,https://i.imgur.com/JYcwMe8.jpg
chien,365,Laïka de Yakoutie,Groupe 5,https://i.imgur.com/sbalV3t.jpg
chien,304,Laïka Russo-Européen,Groupe 5,https://i.imgur.com/Sir47oi.jpg
chien,70,Lakeland Terrier,Groupe 3,https://i.imgur.com/kaH81Fg.jpg
chien,360,Lancashire Heeler,Groupe 1,https://i.imgur.com/66sGRDF.jpg
chien,226,Landseer,Groupe 2,https://i.imgur.com/n0PiKZU.jpg
chien,145,Leonberg,Groupe 2,https://i.imgur.com/mcxDtjE.jpg
chien,228,Lévrier Afghan,Groupe 10,https://i.imgur.com/vabkNwQ.jpg
chien,164,Lévrier Ecossais,Groupe 10,https://i.imgur.com/vLy3Ovi.jpg
chien,285,Galgo Espagnol,Groupe 10,https://i.imgur.com/Bi5NmXF.jpg
chien,240,Lévrier Hongrois,Groupe 10,https://i.imgur.com/FRhPPHx.jpg
chien,333,Chart polski,Groupe 10,https://i.imgur.com/VKT1CYd.jpg
chien,162,Whippet,Groupe 10,https://i.imgur.com/9xcRFsw.jpg
chien,227,Lhassa Apso,Groupe 9,https://i.imgur.com/E1VdVUt.jpg
chien,265,Lundehund,Groupe 5,https://i.imgur.com/cilAgC7.jpg
chien,65,Bichon Maltais,Groupe 9,https://i.imgur.com/I79txLQ.jpg
chien,92,Mâtin des Pyrénées,Groupe 2,https://i.imgur.com/8t9n5sD.jpg
chien,91,Mâtin Espagnol,Groupe 2,https://i.imgur.com/eLViu88.jpg
chien,197,Mâtin Napolitain,Groupe 2,https://i.imgur.com/GPk9QlT.jpg
chien,96,Rafeiro de l'Alentejo,Groupe 2,https://i.imgur.com/fqq0rfN.jpg
chien,368,Mâtin Transmontano,Groupe 2,https://i.imgur.com/i5297nv.jpg
chien,182,Schnauzer Moyen,Groupe 2,https://i.imgur.com/s7SmDHH.jpg
chien,238,Mudi,Groupe 1,https://i.imgur.com/w5pA0Rl.jpg
chien,251,Nizinny,Groupe 1,https://i.imgur.com/94n2N7t.jpg
chien,294,Otterhound,Groupe 6,https://i.imgur.com/mwLDPYX.jpg
chien,339,Parson Russell Terrier,Groupe 3,https://i.imgur.com/qsWloXk.jpg
chien,137,Chien de Montagne des Pyrénées,Groupe 2,https://i.imgur.com/GKlFSjX.jpg
chien,67,Petit Basset Griffon Vendéen,Groupe 6,https://i.imgur.com/1XJ7vzM.jpg
chien,31,Petit bleu de Gascogne,Groupe 6,https://i.imgur.com/ipeDvFR.jpg
chien,82,Petit Brabançon,Groupe 9,https://i.imgur.com/b0tmAxw.jpg
chien,60,Petit Chien Courant Suisse,Groupe 6,https://i.imgur.com/OJcBugj.jpg
chien,233,Petit chien lion,Groupe 9,https://i.imgur.com/cpNL0v5.jpg
chien,102,Petit Epagneul de Münster,Groupe 7,https://i.imgur.com/2Q9Xfix.jpg
chien,21,Petit gascon saintongeois,Groupe 6,https://i.imgur.com/aSPq8bp.jpg
chien,64,Pinscher Autrichien,Groupe 2,https://i.imgur.com/w2QqJFG.jpg
chien,185,Pinscher Nain,Groupe 2,https://i.imgur.com/NCsegdJ.jpg
chien,329,Podenco Canario,Groupe 5,https://i.imgur.com/ToidUDA.jpg
chien,89,Podenco d'Ibiza,Groupe 5,https://i.imgur.com/g1G7qgv.jpg
chien,30,Porcelaine,Groupe 6,https://i.imgur.com/BMIRnHS.jpg
chien,216,Pudelpointer,Groupe 7,https://i.imgur.com/L2CqcRr.jpg
chien,55,Puli,Groupe 1,https://i.imgur.com/6f70VH9.jpg
chien,56,Pumi,Groupe 1,https://i.imgur.com/99rYdDJ.jpg
chien,363,Ratier de Prague,Groupe 9,https://i.imgur.com/tIrVtWn.jpg
chien,263,Chesapeake Bay Retriever,Groupe 8,https://i.imgur.com/bQil9lm.jpg
chien,312,Retriever de la Nouvelle-Écosse,Groupe 8,https://i.imgur.com/JaSY95p.jpg
chien,146,Rhodesian Ridgeback,Groupe 6,https://i.imgur.com/1jryjIc.jpg
chien,147,Rottweiler,Groupe 2,https://i.imgur.com/eRNrajS.jpg
chien,352,Russkiy Toy,Groupe 9,https://i.imgur.com/zifbrrB.jpg
chien,311,Chien Loup de Saarloos,Groupe 1,https://i.imgur.com/pBDrexu.jpg
chien,61,Saint-Bernard,Groupe 2,https://i.imgur.com/cN3b6Lz.jpg
chien,84,Saint-Hubert,Groupe 6,https://i.imgur.com/AKXuSdN.jpg
chien,269,Saluki,Groupe 10,https://i.imgur.com/rEYYPq1.jpg
chien,212,Samoyède,Groupe 5,https://i.imgur.com/01cENMs.jpg
chien,41,Berger Yougoslave,Groupe 2,https://i.imgur.com/fW9mINF.jpg
chien,313,Schapendoes Néerlandais,Groupe 1,https://i.imgur.com/Yt6bm8I.jpg
chien,131,Chien Courant de Schiller,Groupe 6,https://i.imgur.com/yJvbdp1.jpg
chien,83,Schipperke,Groupe 1,https://i.imgur.com/blhlpkC.jpg
chien,181,Schnauzer Géant,Groupe 2,https://i.imgur.com/rK7OAKa.jpg
chien,183,Schnauzer Nain,Groupe 2,https://i.imgur.com/hfcdpp9.jpg
chien,73,Scottish Terrier,Groupe 3,https://i.imgur.com/DLakMyi.jpg
chien,361,Segugio Maremmano,Groupe 6,https://i.imgur.com/1qGMlbB.jpg
chien,6,Setter Gordon,Groupe 7,https://i.imgur.com/B7JNBTe.jpg
chien,330,Setter Irlandais Rouge et Blanc,Groupe 7,https://i.imgur.com/xclHr3o.jpg
chien,309,Shar-Peï,Groupe 2,https://i.imgur.com/q89ZjMw.jpg
chien,257,Shiba Inu,Groupe 5,https://i.imgur.com/EYDPNiy.jpg
chien,208,Shih Tzu,Groupe 9,https://i.imgur.com/nPy7fYb.jpg
chien,319,Shikoku Ken,Groupe 5,https://i.imgur.com/1xDWU0T.jpg
chien,270,Husky Sibérien,Groupe 5,https://i.imgur.com/cFvsS2U.jpg
chien,75,Skye Terrier,Groupe 3,https://i.imgur.com/YyWOK0H.jpg
chien,188,Sloughi,Groupe 10,https://i.imgur.com/CaBpuaO.jpg
chien,97,Spitz Allemand,Groupe 5,https://i.imgur.com/iBmy7l6.jpg
chien,276,Spitz de Norrbotten,Groupe 5,https://i.imgur.com/Ku2Kcym.jpg
chien,49,Spitz Finlandais,Groupe 5,https://i.imgur.com/zZ2M1W0.jpg
chien,262,Spitz Japonais,Groupe 5,https://i.imgur.com/IusPnvj.jpg
chien,76,Staffordshire Bull Terrier,Groupe 3,https://i.imgur.com/UQ4DcFk.jpg
chien,127,Sussex Spaniel,Groupe 8,https://i.imgur.com/a69jWfg.jpg
chien,148,Teckel,Groupe 4,https://i.imgur.com/Ul6hpA6.jpg
chien,50,Terre Neuve,Groupe 2,https://i.imgur.com/c3k3eiD.jpg
chien,341,Terrier Brésilien,Groupe 3,https://i.imgur.com/PqeloOa.jpg
chien,140,Boston Terrier,Groupe 9,https://i.imgur.com/lisxB4s.jpg
chien,103,Deutscher Jagdterrier,Groupe 3,https://i.imgur.com/1Leihtj.jpg
chien,71,Manchester Terrier,Groupe 3,https://i.imgur.com/sgCYtEc.jpg
chien,72,Norwich Terrier,Groupe 3,https://i.imgur.com/0zrutpJ.jpg
chien,74,Sealyham Terrier,Groupe 3,https://i.imgur.com/M5WosLW.jpg
chien,272,Norfolk Terrier,Groupe 3,https://i.imgur.com/csDx9vb.jpg
chien,139,Irish Terrier,Groupe 3,https://i.imgur.com/D1NxpBh.jpg
chien,40,Terrier Irlandais à Poil Doux,Groupe 3,https://i.imgur.com/52oxITG.jpg
chien,302,Terrier Irlandais Glen of Imaal,Groupe 3,https://i.imgur.com/KajgluS.jpg
chien,259,Terrier Japonais,Groupe 3,https://i.imgur.com/rwEpXrq.jpg
chien,327,Terrier Noir Russe,Groupe 2,https://i.imgur.com/oA3ummy.jpg
chien,338,Thaï Ridgeback,Groupe 5,https://i.imgur.com/ZiUCdmB.jpg
chien,231,Épagneul Tibétain,Groupe 9,https://i.imgur.com/AXO0Xzs.jpg
chien,209,Terrier du Tibet,Groupe 9,https://i.imgur.com/dqxdVHd.jpg
chien,260,Tosa Inu,Groupe 2,https://i.imgur.com/0Brgy8X.jpg
chien,13,Terrier d'Agrément anglais Noir et Feu,Groupe 3,https://i.imgur.com/9bLkgbQ.jpg
chien,14,Vallhund Suédois,Groupe 5,https://i.imgur.com/KGsFeiK.jpg
chien,195,Volpino,Groupe 5,https://i.imgur.com/N2TBVfP.jpg
chien,99,Braque de Weimar,Groupe 7,https://i.imgur.com/vAkPhrn.jpg
chien,38,Welsh Corgi Cardigan,Groupe 1,https://i.imgur.com/nACkgEU.jpg
chien,39,Welsh Corgi Pembroke,Groupe 1,https://i.imgur.com/1szAYQL.jpg
chien,126,Springer Gallois,Groupe 8,https://i.imgur.com/AOdegwr.jpg
chien,78,Welsh Terrier,Groupe 3,https://i.imgur.com/135BKZg.jpg
chien,85,West Highland White Terrier,Groupe 3,https://i.imgur.com/y5D8OlE.jpg
chien,221,Wetterhoun,Groupe 8,https://i.imgur.com/SIKW5Y0.jpg
chien,234,Xoloitzcuintle,Groupe 5,https://i.imgur.com/MEXV28c.jpg
chien,86,Yorkshire Terrier,Groupe 3,https://i.imgur.com/1izbl7l.jpg
cheval,,Cotentin,Ane,https://i.imgur.com/JvOUgpj.jpg
cheval,,Grand Noir du Berry,Ane,https://cdn.discordapp.com/attachments/818580909460029484/830246779885977600/Ane_grand_noir_du_Berry_La_Celle-Conde.jpg
cheval,,Normand,Ane,https://i.imgur.com/fuD4CKw.jpg
cheval,,Provence,Ane,https://i.imgur.com/F3fCy41.jpg
cheval,,Pyrénées,Ane,https://i.imgur.com/xOJnDlK.jpg
cheval,,Baudet du Poitou,Ane,https://i.imgur.com/kYui0aS.jpg
cheval,,Bourbonnais,Ane,https://i.imgur.com/LDRdQdi.jpg
cheval,,Ardennais,Cheval de trait,https://i.imgur.com/PcxA9CT.jpg
cheval,,Auxois,Cheval de trait,https://i.imgur.com/COjzema.jpg
cheval,,Boulonnais,Cheval de trait,https://i.imgur.com/1cVkHmD.jpg
cheval,,Breton,Cheval de trait,https://i.imgur.com/7urf7CN.jpg
cheval,,Cob Normand,Cheval de trait,https://cdn.discordapp.com/attachments/818580909460029484/830246395524153385/Cob_Normand.jpg
cheval,,Comtois,Cheval de trait,https://i.imgur.com/cXzU11w.jpg
cheval,,Cheval de pure race Franches-Montagnes,Cheval de trait,https://i.imgur.com/xvHT0Mx.jpg
cheval,,Cheval mulassier du Poitou,Cheval de trait,https://i.imgur.com/TnFIgTJ.jpg
cheval,,Percheron,Cheval de trait,https://i.imgur.com/zMmkTCX.jpg
cheval,France,Arabe,chevaux de sang,https://i.imgur.com/JGaHP3b.jpg
cheval,France,Anglo-Arabe,chevaux de sang,https://cdn.discordapp.com/attachments/818580909460029484/830246291417726976/anglo-arabe.webp
cheval,France,Selle Français,chevaux de sang,https://i.imgur.com/nOZL5yN.jpg
cheval,France,Camargue,chevaux de sang,https://i.imgur.com/sLoVj1L.jpg
cheval,France,Ariégeois de Castillon,chevaux de sang,https://i.imgur.com/66J0IXq.jpg
cheval,France,Mérens,chevaux de sang,https://i.imgur.com/nV5I4kC.jpg
cheval,France,Henson,chevaux de sang,https://i.imgur.com/4JVJenX.jpg
cheval,Etrangère,Akhal-Téké de Pur Sang,chevaux de sang,https://cdn.discordapp.com/attachments/818580909460029484/830246596146757692/akhal-teke-_de_Pur_Sang.jpg
cheval,Etrangère,Appaloosa,chevaux de sang,https://i.imgur.com/ppZfnBl.jpg
cheval,Etrangère,Barbe,chevaux de sang,https://i.imgur.com/d9ZWq0X.jpg
cheval,Etrangère,Crème,chevaux de sang,https://i.imgur.com/6YJjKdy.jpg
cheval,Etrangère,Frison,chevaux de sang,https://i.imgur.com/y8cvtgO.jpg
cheval,Etrangère,Islandais,chevaux de sang,https://i.imgur.com/NYdKefX.jpg
cheval,Etrangère,Lipizzan,chevaux de sang,https://i.imgur.com/r7Dsann.jpg
cheval,Etrangère,Paint Horse,chevaux de sang,https://cdn.discordapp.com/attachments/818580909460029484/830245916673441792/paint_horse.jpg
cheval,Etrangère,Lusitanienne,chevaux de sang,https://i.imgur.com/drn4Ksu.jpg
cheval,Etrangère,Espagnole,chevaux de sang,https://i.imgur.com/wbpUtRy.jpg
cheval,Etrangère,Quarter Horse,chevaux de sang,https://cdn.discordapp.com/attachments/818580909460029484/830247028277510154/quarter-horse.webp
cheval,Etrangère,Shagya,chevaux de sang,https://i.imgur.com/BZ4Mhgl.jpg
cheval,Etrangère,Trakehner,chevaux de sang,https://i.imgur.com/7WlMDMA.jpg
cheval,,Pur-Sang,chevaux de sang,https://cdn.discordapp.com/attachments/818580909460029484/830246123628527626/Pur_Sang.jpg
cheval,,Trotteur Français,chevaux de sang,https://cdn.discordapp.com/attachments/818580909460029484/830245662692081694/trotteur_francais.jpg
cheval,,Connemara,poney,https://i.imgur.com/YjpSXWu.jpg
cheval,,Dartmoor,poney,https://i.imgur.com/qbtyEmX.jpg
cheval,,Fjord,poney,https://i.imgur.com/kN4YGiZ.jpg
cheval,,Français de Selle,poney,https://i.imgur.com/IbBdqGZ.jpg
cheval,,Haflinger,poney,https://i.imgur.com/CFHlPfx.jpg
cheval,,Highland,poney,https://i.imgur.com/gSI0uX6.jpg
cheval,,Landais,poney,https://cdn.discordapp.com/attachments/818580909460029484/830247335019151380/landais.jpg
cheval,,New Forest,poney,https://i.imgur.com/aFgPvw9.jpg
cheval,,Pottok,poney,https://i.imgur.com/cAxiKbg.jpg
cheval,,Shetland,poney,https://cdn.discordapp.com/attachments/818580909460029484/830246894994587658/shetland.webp
cheval,,Shetland,poney,https://cdn.discordapp.com/attachments/818580909460029484/830246894994587658/shetland.webp
cheval,,Welsh,poney,https://cdn.discordapp.com/attachments/818580909460029484/830245181151248394/Welsh_Pony.jpg
